chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0.0,0.0,230348,0,0,0,0,0,4,0.0,0.0,0,Ross,0.0,473,False,Muscle injury - Unknown return date,2024-10-05T18:00:07.268831Z,45,230348.jpg,0.8,Stewart,2.1,False,,i,17,20,3,488738,177,353632,2064,0.0,0.7,Stewart,243.0,130,0,0,0,2,0,0,0,1,0,0,0,5,5.8,6.7,9.0,2.1,1,0.17,0.02,0.19,2.56,410,38,359,39,320,41,399,41,,,,,,,0.12,0.0,0.01,0.13,1.77,1.38,380,65,523,45,428,45,135,25,0.69,0.0
100.0,100.0,219279,0,0,0,0,1,2,0.7,-0.3,0,Sugawara,1.2,474,False,,2024-10-20T11:00:06.390070Z,45,219279.jpg,2.4,Yukinari,0.2,False,,a,17,20,24,28165,21,27396,28,0.3,5.3,Sugawara,108.0,667,1,1,1,15,0,0,0,2,0,0,0,96,166.6,144.2,53.0,36.2,8,0.29,1.20,1.49,15.30,123,51,87,19,188,43,121,28,3.0,,2.0,,,,0.04,0.0,0.16,0.2,2.06,2.02,377,67,210,66,179,52,351,125,1.08,0.13
,,103914,0,0,-1,1,0,2,-0.5,-1.5,0,Charlie,0.0,475,False,,,39,103914.jpg,1.0,Taylor,4.5,False,,a,17,20,5,210050,1237,281397,564,0.0,1.3,Taylor,241.0,207,0,0,0,5,0,0,0,1,0,0,0,31,67.0,25.4,2.0,9.5,2,0.00,0.09,0.09,4.08,267,97,281,86,364,121,314,103,,,,,,,0.0,0.0,0.04,0.04,1.77,2.17,668,214,372,126,354,116,76,27,0.87,0.0
,,158534,0,0,-1,1,0,2,2.3,1.3,0,Kyle,2.8,476,False,,,44,158534.jpg,2.3,Walker-Peters,0.4,False,,a,17,20,21,23295,67,36763,41,0.6,4.8,Walker-Peters,241.0,800,0,1,1,17,0,0,0,2,0,0,3,101,166.8,120.5,77.0,36.4,9,0.24,0.52,0.76,19.96,122,50,115,23,142,24,118,27,,,,,,,0.03,0.0,0.06,0.09,2.25,1.91,487,96,88,23,188,58,291,110,1.01,0.11
,,244845,0,0,0,0,0,2,-0.5,-1.5,0,Nathan,0.0,477,False,,,40,244845.jpg,0.0,Wood-Gordon,1.4,False,,a,17,20,0,87101,55,82680,139,0.0,0.0,Wood,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,477,167,461,166,423,149,480,167,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,618,179,408,145,484,164,178,67,0.0,0.0
,,149519,0,0,-2,2,0,3,-0.5,-1.5,0,Maxwel,0.0,515,False,,,48,149519.jpg,0.5,Cornet,0.0,False,,a,17,20,1,1689,0,3287,8,0.0,0.2,Cornet,54.0,71,0,0,0,4,0,0,0,1,0,0,0,12,11.6,3.5,7.0,2.2,1,0.16,0.00,0.16,1.79,382,182,377,203,332,181,398,200,,,,,,,0.2,0.0,0.0,0.2,2.27,5.07,296,197,597,255,449,224,572,235,1.27,0.0
,,220585,0,0,-2,2,0,3,0.5,-0.5,0,Flynn,1.0,518,False,,,48,220585.jpg,1.7,Downes,0.1,False,,a,17,20,17,4136,9,6179,9,0.2,3.5,Downes,241.0,896,0,0,1,19,0,0,0,4,0,0,0,131,125.8,203.6,61.0,39.1,10,0.46,1.11,1.57,21.24,177,67,43,37,172,103,107,66,,,,,,,0.05,0.0,0.11,0.16,2.13,1.91,308,206,239,107,279,127,509,196,1.0,0.1
,,204814,0,0,-5,5,0,3,-0.3,-1.3,0,Ben,0.2,584,False,,,50,204814.jpg,1.4,Brereton Díaz,0.2,False,,a,17,20,10,21935,11,76089,22,0.0,2.0,Brereton Díaz,44.0,406,0,0,0,8,0,0,0,1,0,0,0,32,19.8,61.9,81.0,16.4,4,0.90,0.14,1.04,8.38,353,167,197,120,135,86,261,128,,,,,,,0.2,0.0,0.03,0.23,1.86,1.77,203,127,360,175,323,156,378,134,0.89,0.0
100.0,100.0,496661,0,0,0,0,1,3,0.0,-1.0,0,Tyler,0.5,608,False,,2024-10-16T12:30:07.750821Z,45,496661.jpg,1.9,Dibling,2.6,False,,a,17,20,21,506783,603,244403,1096,0.1,4.7,Dibling,241.0,566,1,0,1,14,0,0,0,4,0,0,3,91,93.0,133.7,97.0,32.4,6,0.95,0.62,1.57,13.94,223,94,96,72,113,72,149,84,,,,,,,0.15,0.0,0.1,0.25,2.22,2.23,430,259,308,148,243,110,113,35,0.95,0.16
,,551226,0,0,0,0,0,3,1.0,0.0,0,Mateus Gonçalo,1.5,623,False,,,50,551226.jpg,2.0,Espanha Fernandes,0.0,False,,a,17,20,20,3456,9,2368,6,0.3,4.0,M.Fernandes,173.0,708,0,1,2,13,0,0,0,3,0,0,0,110,120.4,145.5,79.0,34.5,8,0.67,0.60,1.27,16.18,183,71,86,65,137,87,130,77,,,,,,,0.09,0.0,0.08,0.17,2.06,1.65,240,154,203,93,232,104,577,240,1.02,0.25
100.0,100.0,154566,0,0,2,-2,1,4,6.7,5.7,5,Dominic,6.2,82,False,,2024-08-23T14:00:06.228956Z,77,154566.jpg,4.8,Solanke-Mitchell,13.2,False,,a,18,6,48,1954327,1916,3319283,7777,0.8,6.2,Solanke,241.0,866,4,3,2,11,0,0,0,0,0,0,3,190,222.2,73.2,340.0,63.5,10,5.57,0.66,6.23,12.13,64,9,168,20,11,6,39,10,,,,,,,0.58,0.0,0.07,0.65,1.26,1.14,15,6,10,5,22,10,28,7,1.04,0.21
0.0,0.0,548308,0,0,0,0,0,2,0.0,0.0,0,Ashley,0.0,478,False,Loaned to Stoke City,2024-08-26T10:10:07.966773Z,40,548308.jpg,0.0,Phillips,0.2,False,,u,18,6,0,8361,0,38816,29,0.0,0.0,A.Phillips,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,512,188,497,187,461,172,515,188,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,658,204,447,169,520,186,360,128,0.0,0.0
,,214572,0,0,0,0,0,1,0.5,-0.5,0,Brandon,0.0,479,False,,,40,214572.jpg,0.0,Austin,0.5,False,,a,18,6,0,25553,29,21838,48,0.0,0.0,Austin,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,472,44,456,25,417,16,475,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,609,54,403,36,480,44,255,37,0.0,0.0
0.0,0.0,202993,0,0,0,0,0,3,0.0,0.0,0,Rodrigo,2.2,480,False,Suspended until 26 Dec,2024-11-18T15:00:09.073683Z,50,202993.jpg,1.9,Bentancur,0.2,False,,s,18,6,19,18740,1,30589,320,0.4,3.8,Bentancur,230.0,532,1,0,1,9,0,0,0,4,0,0,1,106,100.2,56.6,63.0,22.0,7,0.72,0.25,0.97,8.24,213,86,209,130,169,102,225,113,,,,,,,0.12,0.0,0.04,0.16,1.39,1.52,200,125,131,55,246,113,391,137,1.18,0.17
100.0,100.0,570526,0,0,-1,1,0,3,0.5,-0.5,0,Lucas,0.0,481,False,,2024-10-16T12:30:07.550630Z,44,570526.jpg,1.0,Bergvall,0.8,False,,a,18,6,5,91576,533,102791,288,0.0,1.1,Bergvall,206.0,46,0,0,0,0,0,0,0,0,0,0,0,19,14.0,31.5,8.0,5.3,0,0.08,0.27,0.35,0.31,375,179,265,157,327,179,348,173,4.0,,,,,,0.16,0.0,0.53,0.69,0.61,0.0,527,307,509,193,376,178,227,75,0.0,0.0
100.0,100.0,227127,0,0,-1,1,1,3,2.0,1.0,2,Yves,1.5,482,False,,2024-09-13T15:00:07.156577Z,49,227127.jpg,3.0,Bissouma,0.4,False,,a,18,6,27,82877,105,65304,188,0.3,5.5,Bissouma,132.0,465,2,0,2,4,0,0,0,3,0,0,4,133,140.8,57.2,26.0,22.5,5,0.32,0.26,0.58,6.34,157,58,206,128,247,138,216,110,,,,,,,0.06,0.0,0.05,0.11,1.23,0.77,268,175,200,92,119,50,273,88,0.97,0.39
0.0,0.0,436234,0,0,0,0,0,3,0.0,0.0,0,Bryan,0.0,483,False,On loan to Girona for the season,2024-07-31T11:08:25.895794Z,50,436234.jpg,0.0,Gil Salvatierra,0.0,False,,u,18,6,0,0,0,143,0,0.0,0.0,Bryan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,293,646,294,643,292,649,294,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,218,138,633,281,650,294,673,306,0.0,0.0
,,115556,0,0,-2,2,1,2,2.3,1.3,6,Ben,1.8,484,False,,,43,115556.jpg,3.5,Davies,0.2,False,,a,18,6,7,7061,49,15989,19,0.4,1.6,Davies,244.0,98,0,0,1,0,0,0,0,0,0,0,0,29,7.8,0.2,0.0,0.8,1,0.00,0.01,0.01,2.06,402,141,419,148,486,187,431,146,,,,,,,0.0,0.0,0.01,0.01,1.89,0.0,544,127,173,54,72,12,382,136,0.92,0.92
0.0,0.0,496179,0,0,0,0,0,3,0.0,0.0,0,Alfie,0.0,485,False,Loaned to Westerlo,2024-09-10T11:37:22.522366Z,45,496179.jpg,0.0,Devine,0.1,False,,u,18,6,0,4716,0,11435,9,0.0,0.0,Devine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,591,252,590,257,571,247,594,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,428,257,553,221,599,258,498,189,0.0,0.0
,,493125,0,0,-2,2,0,2,2.7,1.7,6,Radu,2.2,486,False,,,43,493125.jpg,2.2,Drăgușin,0.2,False,,a,18,6,11,14329,103,19971,52,0.5,2.6,Dragusin,177.0,348,0,0,1,5,0,0,0,0,0,0,0,50,50.6,4.8,8.0,6.4,4,0.02,0.03,0.05,6.95,299,104,367,121,326,107,338,112,,,,,,,0.01,0.0,0.01,0.02,1.8,1.29,565,145,117,34,195,61,362,129,1.03,0.26
0.0,0.0,241157,0,0,0,0,0,2,0.0,0.0,0,Emerson,0.0,487,False,Transferred to AC Milan,2024-08-13T07:06:12.490889Z,45,241157.jpg,0.0,Leite de Souza Junior,0.0,False,,u,18,6,0,0,0,2596,0,0.0,0.0,E.Royal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,565,218,563,218,542,213,568,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,386,73,525,213,573,216,636,213,0.0,0.0
,,40383,0,0,-2,2,0,1,0.5,-0.5,0,Fraser,0.0,488,False,,,43,40383.jpg,0.0,Forster,0.2,False,,a,18,6,0,4880,18,14205,14,0.0,0.0,Forster,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,523,63,509,46,477,37,526,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,529,28,461,56,532,63,371,53,0.0,0.0
,,547701,0,0,-3,3,0,3,0.7,-0.3,0,Archie,0.2,489,False,,,47,547701.jpg,1.0,Gray,0.1,False,,a,18,6,5,9006,26,22642,50,0.0,1.1,Gray,241.0,42,0,0,0,0,0,0,0,0,0,0,0,12,9.0,3.3,0.0,1.2,0,0.00,0.01,0.01,0.14,397,195,379,204,613,278,422,209,,,,,,,0.0,0.0,0.02,0.02,0.3,0.0,345,225,351,168,392,192,414,148,0.0,0.0
0.0,0.0,132015,0,0,0,0,0,3,0.0,0.0,0,Pierre-Emile,0.0,490,False,On loan to Marseille for the season,2024-07-23T11:58:08.802970Z,50,132015.jpg,0.0,Højbjerg,0.0,False,,u,18,6,0,0,0,500,1,0.0,0.0,Højbjerg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,645,291,642,292,638,289,646,292,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,191,118,627,276,647,292,662,296,0.0,0.0
,,242898,0,0,2,-2,0,3,3.5,2.5,1,Brennan,3.0,491,False,,,67,242898.jpg,4.2,Johnson,9.1,False,,a,18,6,50,1565271,2244,705167,7184,0.4,7.5,Johnson,244.0,872,4,2,2,12,0,0,0,2,0,0,2,157,195.6,135.3,412.0,73.7,10,5.61,0.60,6.21,12.41,85,29,93,69,3,2,18,14,,,,,,,0.58,0.0,0.06,0.64,1.28,1.24,38,20,83,35,44,19,49,12,1.03,0.21
,,445044,0,0,-2,2,0,3,4.0,3.0,6,Dejan,3.5,492,False,,,63,445044.jpg,3.9,Kulusevski,3.7,False,,a,18,6,47,503845,2359,380625,1414,0.6,7.5,Kulusevski,206.0,927,2,3,3,12,0,0,0,3,0,0,5,182,228.0,376.4,278.0,88.1,11,1.49,2.42,3.91,13.72,61,20,6,6,23,12,9,7,3.0,,,,,,0.14,0.0,0.23,0.37,1.33,1.17,63,41,59,25,58,25,88,27,1.07,0.29
0.0,0.0,200826,0,0,-1,1,0,3,0.0,0.0,0,Giovani,0.0,493,False,Transferred to Real Betis,2024-08-31T06:14:45.936781Z,49,200826.jpg,0.0,Lo Celso,0.0,False,,u,18,6,0,2052,0,10376,3,0.0,0.0,Lo Celso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,639,287,635,289,627,284,640,288,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,262,170,615,266,642,289,559,229,0.0,0.0
,,172780,0,0,0,0,2,3,6.0,5.0,13,James,5.5,494,False,,,75,172780.jpg,5.4,Maddison,5.8,False,,a,18,6,65,846792,8902,772773,2374,0.7,8.7,Maddison,241.0,752,5,4,3,10,0,0,0,2,0,0,6,301,295.2,332.7,260.0,88.8,10,3.13,3.68,6.81,10.22,21,5,10,8,27,16,8,6,1.0,,2.0,,2.0,,0.37,0.0,0.44,0.81,1.22,1.2,17,11,14,8,15,7,67,19,1.2,0.36
100.0,100.0,441164,0,0,0,0,2,2,5.3,4.3,12,Pedro,4.8,495,False,,2024-08-19T23:00:06.196679Z,55,441164.jpg,3.9,Porro,25.9,False,,a,18,6,47,1488613,3957,2268466,3375,0.9,8.5,Pedro Porro,200.0,1056,2,1,3,13,0,0,0,2,0,0,1,197,263.0,335.5,106.0,70.6,12,1.01,1.45,2.46,14.64,33,10,9,2,104,10,27,1,2.0,,1.0,,,,0.09,0.0,0.12,0.21,1.25,1.11,118,10,22,2,55,8,8,2,1.02,0.26
,,199249,0,0,-3,3,0,2,0.5,-0.5,0,Sergio,0.0,496,False,,,42,199249.jpg,0.0,Reguilón,0.2,False,,a,18,6,0,7821,40,24229,20,0.0,0.0,Reguilón,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,520,196,506,195,474,184,523,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,574,154,458,180,529,195,384,138,0.0,0.0
0.0,0.0,212319,0,0,-2,2,0,4,0.0,0.0,0,Richarlison,1.0,497,False,Hamstring injury - Expected back 04 Jan,2024-11-04T00:00:08.087677Z,68,212319.jpg,1.4,de Andrade,0.4,False,,i,18,6,7,46366,4,130372,76,0.1,1.0,Richarlison,30.0,87,0,1,0,0,0,0,0,1,0,0,0,22,22.2,23.7,17.0,6.2,0,0.19,0.49,0.68,0.59,351,34,287,34,287,40,344,37,,,,,2.0,,0.2,0.0,0.51,0.71,0.61,0.0,33,15,261,33,324,34,290,45,0.0,0.0
0.0,0.0,221632,0,0,0,0,1,2,0.0,0.0,0,Cristian,1.0,498,False,Foot injury - Expected back 01 Dec,2024-11-21T14:30:08.425075Z,50,221632.jpg,3.1,Romero,7.3,False,,i,18,6,34,926526,31,851723,11466,0.2,6.8,Romero,10.0,960,1,0,2,13,0,0,0,1,0,0,2,183,247.4,95.1,140.0,48.5,11,1.03,0.74,1.77,12.64,47,16,144,30,80,7,67,11,,,,,,,0.1,0.0,0.07,0.17,1.18,1.22,209,24,246,83,108,29,58,20,1.03,0.19
100.0,100.0,482442,0,0,-2,2,0,3,2.5,1.5,3,Pape Matar,2.0,499,False,,2024-11-10T23:00:08.379204Z,48,482442.jpg,1.8,Sarr,0.2,False,,a,18,6,22,21719,101,29860,68,0.4,4.6,P.M.Sarr,189.0,508,0,2,1,5,0,0,0,1,0,0,0,123,107.8,94.6,55.0,25.7,5,0.70,0.34,1.04,7.39,203,79,146,100,186,111,200,103,,,,,,,0.12,0.0,0.06,0.18,1.31,0.89,327,215,159,70,264,119,370,131,0.89,0.18
0.0,0.0,490145,0,0,0,0,0,4,0.0,0.0,0,Dane,0.0,500,False,Loaned to Oxford United,2024-08-14T08:32:58.295903Z,45,490145.jpg,0.0,Scarlett,0.1,False,,u,18,6,0,0,0,13396,16,0.0,0.0,Scarlett,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,584,49,583,49,564,49,587,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,420,68,545,48,592,53,475,63,0.0,0.0
0.0,0.0,235674,0,0,-1,1,0,3,0.0,0.0,0,Manor,0.0,502,False,Season long loan to Leeds United,2024-08-29T11:11:30.036154Z,54,235674.jpg,0.0,Solomon,0.0,False,,u,18,6,0,480,0,5276,2,0.0,0.0,Solomon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,664,302,663,302,660,300,664,302,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,137,80,654,294,664,302,581,244,0.0,0.0
100.0,100.0,85971,0,0,-1,1,1,3,3.5,2.5,6,Son,3.0,503,False,,2024-10-25T10:30:06.315550Z,99,85971.jpg,5.9,Heung-min,6.1,False,,a,18,6,53,1200203,2865,1602925,2241,0.3,5.4,Son,114.0,726,3,4,2,9,0,0,0,0,0,0,7,239,241.2,277.0,213.0,73.2,9,1.93,2.46,4.39,10.38,53,19,21,17,40,24,22,17,,,,,1.0,,0.24,0.0,0.3,0.54,1.29,1.12,5,4,87,38,9,5,65,17,1.12,0.25
100.0,100.0,232859,0,0,-1,1,0,2,0.5,-0.5,0,Djed,0.0,504,False,,2024-10-19T19:30:07.661626Z,44,232859.jpg,0.7,Spence,0.1,False,,a,18,6,2,2213,12,7373,5,0.0,0.5,Spence,241.0,63,0,0,0,0,0,0,0,1,0,0,0,8,9.6,7.5,2.0,1.9,0,0.00,0.01,0.01,0.68,392,138,355,114,367,124,405,134,,,,,,,0.0,0.0,0.01,0.01,0.97,0.0,508,111,499,205,440,147,481,176,0.0,0.0
100.0,100.0,487053,0,0,-1,1,0,2,3.3,2.3,6,Destiny,2.8,505,False,,2024-09-29T21:00:06.621002Z,49,487053.jpg,2.4,Udogie,3.0,False,,a,18,6,29,230105,1304,314993,534,0.6,5.9,Udogie,106.0,984,0,1,2,13,0,0,0,2,0,0,0,156,170.0,171.6,98.0,44.0,12,0.31,0.96,1.27,14.06,116,47,59,11,112,14,85,16,,,,,,,0.03,0.0,0.09,0.12,1.29,1.19,282,30,90,24,183,55,106,43,1.1,0.18
0.0,0.0,491279,0,0,1,-1,1,2,0.0,0.0,0,Micky,0.2,506,False,Hamstring injury - Expected back 15 Dec,2024-10-31T03:00:07.863084Z,46,491279.jpg,3.4,van de Ven,5.3,False,,i,18,6,27,1015333,52,1181342,5410,0.0,5.9,Van de Ven,152.0,710,0,2,2,8,0,0,0,4,0,0,2,128,148.0,36.3,36.0,22.1,8,0.21,0.69,0.90,7.75,148,60,257,77,225,64,224,69,,,,,,,0.03,0.0,0.09,0.12,0.98,1.01,350,50,350,123,78,17,71,24,1.01,0.25
0.0,0.0,536908,0,0,0,0,0,4,0.0,0.0,0,Alejo,0.0,507,False,Loaned to Espanyol,2024-08-10T12:19:41.352153Z,50,536908.jpg,0.0,Véliz,0.0,False,,u,18,6,0,0,0,929,0,0.0,0.0,Veliz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,657,66,655,65,652,66,658,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,236,52,642,66,658,67,648,74,0.0,0.0
,,184254,0,0,0,0,1,1,3.5,2.5,6,Guglielmo,3.0,508,False,,,50,184254.jpg,2.9,Vicario,3.5,False,,a,18,6,35,192159,391,283821,544,0.6,7.0,Vicario,106.0,1059,0,0,3,13,0,0,0,1,0,26,0,181,220.0,0.0,0.0,21.9,12,0.00,0.00,0.00,14.70,67,16,643,69,639,67,228,16,,,,,,,0.0,2.21,0.0,0.0,1.25,1.1,198,9,79,9,134,21,93,15,1.02,0.25
100.0,100.0,165153,0,0,-3,3,0,3,1.0,0.0,0,Timo,0.5,509,False,,2024-11-07T09:00:08.010655Z,62,165153.jpg,1.8,Werner,0.2,False,,a,18,6,14,9658,38,27762,27,0.1,2.3,Werner,80.0,264,0,1,1,4,0,0,0,0,0,0,0,41,45.8,47.2,91.0,17.9,2,1.02,0.22,1.24,3.80,306,144,233,142,122,79,251,123,,,,,,,0.35,0.0,0.08,0.43,1.3,1.36,66,43,328,161,271,124,394,139,0.68,0.34
,,175941,0,0,0,0,0,1,0.5,-0.5,0,Alfie,0.0,510,False,,,40,175941.jpg,0.0,Whiteman,1.4,False,,a,18,6,0,45518,22,50490,111,0.0,0.0,Whiteman,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,464,41,448,22,409,13,467,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,600,51,395,33,473,41,176,25,0.0,0.0
100.0,100.0,552427,0,0,0,0,0,4,0.5,-0.5,0,Will,0.0,609,False,,2024-09-13T15:00:07.321230Z,45,552427.jpg,0.0,Lankshear,1.6,False,,a,18,6,0,306365,397,203881,935,0.0,0.0,Lankshear,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,611,51,610,51,592,51,614,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,71,576,51,619,55,159,32,0.0,0.0
0.0,0.0,499721,0,0,0,0,0,3,0.0,0.0,0,Mikey,0.5,610,False,Illness - Expected back 01 Dec,2024-11-07T09:00:08.150966Z,45,499721.jpg,1.2,Moore,0.3,False,,i,18,6,5,42685,4,35955,176,0.1,1.1,Moore,241.0,82,0,0,0,1,0,0,0,0,0,0,0,12,1.8,2.5,7.0,1.0,1,0.04,0.03,0.07,0.94,437,216,385,207,331,180,424,211,,,,,,,0.04,0.0,0.03,0.07,1.03,1.1,435,264,309,149,337,163,315,104,1.1,0.0
0.0,0.0,550839,0,0,-2,2,0,3,0.0,0.0,0,Wilson,0.0,612,False,Hamstring injury - Unknown return date,2024-10-30T12:00:07.631102Z,53,550839.jpg,2.0,Odobert,0.0,False,,i,18,6,6,6211,1,7614,2,0.0,1.1,Odobert,73.0,160,0,0,1,1,0,0,0,0,0,0,0,12,10.0,40.5,42.0,9.2,2,0.42,0.08,0.50,1.63,388,188,249,148,212,121,317,157,,,,,,,0.24,0.0,0.04,0.28,0.92,0.56,159,95,652,293,235,107,576,239,1.12,0.56
,,214590,0,0,-1,1,0,2,1.2,2.2,0,Aaron,2.2,388,False,,,44,214590.jpg,1.8,Wan-Bissaka,1.6,False,,a,19,21,18,94640,287,144188,225,0.5,4.1,Wan-Bissaka,241.0,814,0,0,1,17,0,0,0,0,0,0,0,89,162.2,132.8,39.0,33.3,9,0.07,0.62,0.69,15.57,125,52,97,21,217,58,139,36,,,,,,,0.01,0.0,0.07,0.08,1.72,1.88,496,102,118,35,259,84,157,58,1.0,0.11
100.0,100.0,213999,0,0,0,0,0,3,-1.0,0.0,0,Edson,0.0,511,False,,2024-11-02T18:30:08.251411Z,50,213999.jpg,0.8,Álvarez Velázquez,0.1,False,,a,19,21,6,10056,32,13298,30,0.0,1.2,Álvarez,139.0,407,0,0,0,10,0,0,0,2,1,0,0,44,54.0,58.7,12.0,12.4,5,0.06,0.28,0.34,8.81,291,136,204,126,305,169,288,141,,,,,,,0.01,0.0,0.06,0.07,1.95,2.21,206,129,628,277,433,215,428,154,1.11,0.0
,,57531,0,0,-1,1,1,4,0.2,1.2,0,Michail,1.2,512,False,,,54,57531.jpg,3.4,Antonio,2.3,False,,a,19,21,37,354340,316,295176,1690,0.2,6.9,Antonio,107.0,668,1,4,3,12,0,0,0,1,0,0,3,106,70.0,120.6,172.0,35.5,9,1.93,0.85,2.78,12.27,263,26,114,8,55,20,127,19,,,,,,,0.26,0.0,0.11,0.37,1.65,1.62,126,37,221,30,80,18,127,22,1.21,0.4
100.0,100.0,84182,0,0,-2,2,0,1,-1.0,0.0,0,Alphonse,0.0,513,False,,2024-09-01T00:30:06.144103Z,43,84182.jpg,1.9,Areola,5.4,False,,a,19,21,15,217261,166,585939,972,0.0,3.5,Areola,73.0,675,0,0,1,14,1,0,0,0,0,20,0,56,159.6,0.0,0.0,16.0,8,0.00,0.00,0.00,11.76,128,17,515,51,483,42,263,19,,,,,,,0.0,2.67,0.0,0.0,1.57,1.87,536,33,468,61,240,28,68,13,1.07,0.13
,,178186,0,0,0,0,1,3,2.0,3.0,0,Jarrod,3.0,514,False,,,75,178186.jpg,4.5,Bowen,6.0,False,,a,19,21,50,632470,856,752137,2691,0.4,6.7,Bowen,241.0,967,3,3,2,18,0,0,0,0,0,0,2,197,273.8,332.1,300.0,90.5,11,2.02,2.57,4.59,17.96,27,6,12,10,18,8,7,5,2.0,,,,4.0,,0.19,0.0,0.24,0.43,1.67,1.68,18,12,85,37,31,16,66,18,1.02,0.19
,,164555,0,0,-2,2,0,2,-1.0,0.0,0,Vladimír,0.0,516,False,,,43,164555.jpg,1.8,Coufal,0.5,False,,a,19,21,9,22384,12,59352,57,0.0,2.1,Coufal,57.0,221,0,0,1,3,0,0,0,1,0,0,0,15,19.2,18.8,1.0,3.5,2,0.02,0.11,0.13,4.25,354,125,303,95,382,128,374,124,,,,,,,0.01,0.0,0.04,0.05,1.73,1.22,547,129,475,188,256,81,259,95,0.81,0.41
100.0,100.0,55459,0,0,0,0,0,2,-1.0,0.0,0,Aaron,0.0,517,False,,2024-08-30T04:00:05.718151Z,40,55459.jpg,0.8,Cresswell,1.6,False,,a,19,21,3,77831,86,158448,194,0.0,0.8,Cresswell,241.0,26,0,0,0,0,0,0,0,1,0,0,0,9,4.8,11.8,1.0,1.8,0,0.03,0.01,0.04,0.94,415,143,329,104,381,127,407,135,,,2.0,,,,0.1,0.0,0.03,0.13,3.25,0.0,585,158,384,133,424,140,169,64,0.0,0.0
